PubMed_ID,Title,Abstract,Label
40119801,Saponins from ,"Alzheimer's disease (AD) is a chronic neurodegenerative disease of the central nervous system caused by loss of neuronal or myelin function, accompanied by ferroptosis.",0
40119587,Hippocampal Astrocyte Morphology Follows an Unexpected Trajectory With Age in a Transgenic Rodent Model of Tauopathy.,"Individual protoplasmic astrocytes have very complex and diverse spongiform shapes. The morphological diversity of astrocytes is determined by the structural and functional interactions of the astrocyte with its microenvironment. When faced with pathological conditions, astrocytes reorganize their morphology. Yet, little is known about the astrocytic response in pure tauopathies and its evolution over time. Here, we aimed to investigate the consequences of a primary neuronal tau pathology on astrocyte fine morphology at three stages of the disease using the transgenic Thy-Tau22 mouse model. We first showed that hippocampal astrocytes in Thy-Tau22 mice progressively accumulate hyperphosphorylated tau with age. We then developed a pipeline of analyses, including 3D reconstruction of hippocampal tdTomato-labeled astrocytes via a PHP.eB adeno-associated virus, confocal microscopy, Imaris software morphometric analysis, and an advanced statistical analysis. During normal aging, the complexity of astrocyte morphology peaked at adulthood, then declined. In contrast, in Thy-Tau22 mice, tauopathy was associated with a simpler initial morphology, followed by the appearance of a cluster of complex cells at the most advanced stage. Using principal component analysis and hierarchical clustering based on 10 morphological features, we were able to identify different astrocyte morphotypes whose relative proportion varies differently with age between WT and Thy-Tau22 mice. Interestingly, we revealed that a fraction of astrocytes with a complex morphology re-emerges late in tauopathy-affected animals. Our data highlight the concept of significant and reversible structural plasticity of astrocytes when faced with chronic pathological conditions.",0
40119586,"Gastrodin Alleviates Tau Pathology by Targeting the Alzheimer's Risk Gene FERMT2, Reversing the Reduction in Brain Viscoelasticity.","The pathogenesis of Alzheimer's disease (AD) remains incompletely elucidated, and there is a notable deficiency in effective and safe therapeutic interventions. The influence of brain matrix viscoelasticity on the progression of AD has frequently been underestimated. It is imperative to elucidate these overlooked pathogenic factors and to innovate novel therapeutic strategies for AD. Gastrodin, a bioactive constituent derived from the traditional Chinese medicinal herb Gastrodia elata, exhibits a range of pharmacological properties, notably in the enhancement of neural function. Nevertheless, the underlying mechanisms of its action remain insufficiently elucidated. Consequently, this study seeks to examine the therapeutic effects and underlying mechanisms of gastrodin in the context of AD, with particular emphasis on its potential influence on the viscoelastic properties of the brain matrix. This study employs a range of methodologies, including the Morris water maze test, Y-maze spontaneous alternation test, atomic force microscopy (AFM), immunofluorescence, transmission electron microscopy, molecular docking, and Cellular Thermal Shift Assay (CETSA), to demonstrate that gastrodin mitigates tau pathology by modulating FERMT2, thereby reversing the deterioration of mechanical viscoelasticity in the brain. Gastrodin administration via gavage has been demonstrated to mitigate cognitive decline associated with AD, attenuate the hyperphosphorylation of tau protein in the hippocampus and cortex, and ameliorate synaptic damage. Additionally, gastrodin was observed to counteract the reduction in brain matrix viscoelasticity in 3xTg-AD mice, as evidenced by the upregulation of extracellular matrix components pertinent to viscoelasticity, notably collagen types I and IV. Furthermore, molecular docking and CETSA revealed a strong binding affinity between gastrodin and FERMT2. Gastrodin treatment resulted in a reduction of FERMT2 fluorescence intensity, which is selectively expressed in astrocytes. Additionally, gastrodin contributed to the restoration of the blood-brain barrier (BBB) and modulated the expression levels of inflammatory mediators interleukin-6 (IL-6), tumor necrosis factor-alpha (TNF-α), and matrix metallopeptidase 8 (MMP8). Gastrodin treatment has the potential to mitigate tau pathology, thereby enhancing learning and memory in AD mouse models. This effect may be mediated through the modulation of cerebral mechanical viscoelasticity via the mechanosensor FERMT2, which facilitates the restoration of synaptic structure and function. This process is potentially linked to the maintenance of BBB integrity and the modulation of inflammatory factor release.",0
40119567,New approach to specific Alzheimer's disease diagnosis based on plasma biomarkers in a cognitive disorder cohort.,"The validation of a combination of plasma biomarkers and demographic variables is required to establish reliable cut-offs for Alzheimer's disease diagnosis (AD). Plasma biomarkers (Aβ42/Aβ40, p-Tau181, t-Tau, NfL, GFAP), ApoE genotype, and demographic variables were obtained from a retrospective clinical cohort of cognitive disorders (n = 478). These patients were diagnosed as AD (n = 254) or non-AD (n = 224) according to cerebrospinal fluid (CSF) Aβ42/Aβ40 levels. An analysis using a Ridge logistic regression model was performed to predict the occurrence of AD. The predictive performance of the model was assessed using the observations from a training set (70% of the sample) and validated using a test set (30% of the sample) in each group. Optimum cutoffs for the model were evaluated. The model including plasma Aβ42/Aβ40, p-Tau181, GFAP, ApoE genotype and age was optimal for predicting CSF Aβ42/Aβ40 positivity (AUC .91, sensitivity .86, specificity .82). The model including only plasma biomarkers (Aβ42/Aβ40, p-Tau181, GFAP) provided reliable results (AUC .88, sensitivity .83, specificity .78). Also, GFAP, individually, showed the best performance in discriminating between AD and non-AD groups (AUC .859). The established cut-offs in a three-range strategy performed satisfactorily for the validated predictive model (probability) and individual plasma GFAP (concentration). The plasma GFAP levels and the validated predictive model based on plasma biomarkers represent a relevant step toward the development of a potential clinical approach for AD diagnosis, which should be assessed in further research.",0
40119478,Rare damaging CCR2 variants are associated with lower lifetime cardiovascular risk.,"Previous work has shown a role of CCL2, a key chemokine governing monocyte trafficking, in atherosclerosis. However, it remains unknown whether targeting CCR2, the cognate receptor of CCL2, provides protection against human atherosclerotic cardiovascular disease. Computationally predicted damaging or loss-of-function (REVEL > 0.5) variants within CCR2 were detected in whole-exome-sequencing data from 454,775 UK Biobank participants and tested for association with cardiovascular endpoints in gene-burden tests. Given the key role of CCR2 in monocyte mobilization, variants associated with lower monocyte count were prioritized for experimental validation. The response to CCL2 of human cells transfected with these variants was tested in migration and cAMP assays. Validated damaging variants were tested for association with cardiovascular endpoints, atherosclerosis burden, and vascular risk factors. Significant associations were replicated in six independent datasets (n = 1,062,595). Carriers of 45 predicted damaging or loss-of-function CCR2 variants (n = 787 individuals) were at lower risk of myocardial infarction and coronary artery disease. One of these variants (M249K, n = 585, 0.15% of European ancestry individuals) was associated with lower monocyte count and with both decreased downstream signaling and chemoattraction in response to CCL2. While M249K showed no association with conventional vascular risk factors, it was consistently associated with a lower risk of myocardial infarction (odds ratio [OR]: 0.66, 95% confidence interval [CI]: 0.54-0.81, p = 6.1 × 10 Carriers of an experimentally confirmed damaging CCR2 variant are at a lower lifetime risk of myocardial infarction and coronary artery disease without carrying a higher risk of infections. Our findings provide genetic support for the translational potential of CCR2-targeting as an atheroprotective approach.",0
40119303,The prevalence of sexual dysfunction and its contributors among the women with multiple sclerosis.,"Sexual dysfunction is one of the main complaints in women with Multiple Sclerosis (MS) and it affects different aspects of their lives. We aimed to determine the prevalence of sexual dysfunction among MS patients and address the main contributing factors. This cross-sectional study was performed on 100 women with MS who were referred to Bu-Ali Sina Hospital in 2020-2021. We completed a 19-item Female Sexual Function Index (FSFI) questionnaire for each participant. We also collected demographic data. Patients were categorized based on their disability index Expanded Disability Status Scale (EDSS) by a neurology specialist. Data were analyzed using SPSS 25 software. A significance level of less than 0.05 was considered. The mean age of study participants was 37.4 ± 7.8 years. We observed a negative significant correlation between EDSS and FSFI score (r=-0.371, P-value = 0.001). The correlation between FSFI score and age (r= -0.371, P-value = 0.001), parity (r= -0.322, P-value = 0.001), and disease duration (r= -0.371, P-value < 0.001) was also statistically significant. The mean of FSFI in the patients with university graduation was 25.0 ± 5.3, while it was 22.2 ± 6.4 and 20.1 ± 8.0 in diploma and less than diploma groups, respectively (P-value < 0.05). In linear regression, age, parity, length of disease and education level (just less than diploma and university graduated) as independent variables had a significant relationship with FSFI score (P < 0.05). The prevalence of sexual dysfunction among Iranian women who were suffering from MS was pretty high. Older age groups, less educated, and more disabled patients were addressed as more at-risk groups of impaired sexual function.",0
40119188,ESM-Q: A consensus-based quality assessment tool for experience sampling method items.,"The experience sampling method (ESM) is increasingly used by researchers from various disciplines to answer novel questions about individuals' daily lives. Measurement best practices have long been overlooked in ESM research, and recent reviews show that item quality is often not reported in ESM studies. The absence of information about item quality may be partly explained by the lack of consensus on how ESM item quality should be evaluated. As part of the ESM Item Repository project (esmitemrepository.com)-an international open science initiative that collects ESM items in an open item bank and evaluates their quality-we brought together 42 international ESM experts to develop an ESM item quality assessment tool. In four Delphi phases, experts suggested 57 item quality criteria, rated the criteria, provided arguments for and against the criteria, and rated the criteria again, considering reflections from other experts. The result of the Delphi process is ESM-Q: a quality assessment tool consisting of 10 core criteria, as well as an additional 15 supplementary criteria, to be used depending on the type of items being rated and the availability of supplementary information. The criteria cover topics ranging from construct validity to the optimal wording of items. ESM-Q can aid ESM researchers in selecting existing ESM items, developing new high-quality ESM items, and evaluating the quality of ESM items in systematic reviews. Expert reflections also highlight open research questions surrounding ESM item design that form a research agenda for ESM measurement.",0
40119171,A systematic review with a Burden of Proof meta-analysis of health effects of long-term ambient fine particulate matter (PM,Previous studies have indicated increased dementia risk associated with fine particulate matter (PM,0
40119098,Klotho antiaging protein: molecular mechanisms and therapeutic potential in diseases.,"Klotho, initially introduced as an anti-aging protein, is expressed in the brain, pancreas, and most prominently in the kidney. The two forms of Klotho (membrane-bound and soluble form) have diverse pharmacological functions such as anti-inflammatory, anti-oxidative, anti-fibrotic, tumour-suppressive etc. The membrane-bound form plays a pivotal role in maintaining kidney homeostasis by regulating fibroblast growth factor 23 (FGF 23) signalling, vitamin D metabolism and phosphate balance. Klotho deficiency has been linked with significantly reduced protection against various kidney pathological phenotypes, including diabetic kidney disease (DKD), which is a major cause of chronic kidney disease leading to end-stage kidney disease. Owing to the pleiotropic actions of klotho, it has shown beneficial effects in DKD by tackling the complex pathophysiology and reducing kidney inflammation, oxidative stress, as well as fibrosis. Moreover, the protective effect of klotho extends beyond DKD in other pathological conditions, including cardiovascular diseases, alzheimer's disease, cancer, inflammatory bowel disease, and liver disease. Therefore, this review summarizes the relationship between Klotho expression and various diseases with a special emphasis on DKD, the distinct mechanisms and the potential of exogenous Klotho supplementation as a therapeutic strategy. Future research into exogenous Klotho could unravel novel treatment avenues for DKD and other diseases.",0
40118996,H105A peptide eye drops promote photoreceptor survival in murine and human models of retinal degeneration.,"Photoreceptor death leads to inherited blinding retinal diseases, such as retinitis pigmentosa (RP). As disease progression often outpaces therapeutic advances, developing effective treatments is urgent. This study evaluates the efficacy of small peptides derived from pigment epithelium-derived factor (PEDF), which are known to restrict common cell death pathways associated with retinal diseases. We tested chemically synthesized peptides (17-mer and H105A) with affinity for the PEDF receptor, PEDF-R, delivered as eye drops to two RP mouse models: rd10 (phosphodiesterase 6b mutation) and Rho Here we show that peptides 17-mer and H105A delivered via eye drops successfully reach the retina, promote photoreceptor survival, and improve retinal function in both RP mouse models. Intravitreal delivery of a AAV-H105A vector delays photoreceptor degeneration in Rho PEDF peptide-based eye drops offer a promising, minimally invasive therapy to prevent photoreceptor degeneration in retinal disorders, with a favorable safety profile. Retinitis pigmentosa (RP) is a rare inherited condition that causes the gradual death of photoreceptors (light-sensing cells) in the eye, leading to vision loss. There is currently no cure. This study tested a potential treatment using small protein fragments (peptides) from PEDF, a protective protein naturally found in the eye. Researchers delivered these peptides through eye drops or gene therapy in mouse models of RP and to human retinal organoids (lab-grown retina tissue). Mice treated early maintained healthy vision cells, while untreated mice experienced rapid cell loss and vision decline. These results suggest that peptide-based eye drops could be a simple, safe, and effective way to slow vision loss in patients with RP.",0
40118994,Classification method based on surf and sift features for alzheimer diagnosis using diffusion tensor magnetic resonance imaging.,"Alzheimer's disease (AD), the most common dementia in the elderly, poses a challenge for early diagnosis due to its progressive nature and hidden microstructural changes. While traditional T",0
40118895,A cytometric bead array for the measurement of plasma biomarker levels in patients with Alzheimer's disease.,"Identifying plasma biomarkers for Alzheimer's disease (AD) has garnered strong interest. In this study, a cytometric bead array (CBA) method for measuring the levels of amyloid-β (Aβ) peptides and phosphorylated tau (P-tau) was evaluated. Fifty patients with cognitive impairment (CI) and 22 cognitively unimpaired (CU) controls were recruited. CI patients were classified into Aβ + and Aβ - groups according to amyloid positron emission tomography (PET) scan results. Biomarker levels in the plasma of all participants and in the cerebrospinal fluid (CSF) of 28 CI patients were measured via CBA. Plasma P-tau181 levels were greatest in the Aβ + CI group and showed excellent performance in differentiating Aβ + CI patients from CU controls. The plasma and CSF levels of P-tau181 were correlated with each other and had similar diagnostic performance for distinguishing between Aβ + CI patients and Aβ- CI patients. Overall, CBA is a potential cost-effective method for measuring plasma biomarkers, particularly P-tau181, in AD patients.",0
40118863,ANXA11 biomolecular condensates facilitate protein-lipid phase coupling on lysosomal membranes.,"Phase transitions of cellular proteins and lipids play a key role in governing the organisation and coordination of intracellular biology. Recent work has raised the intriguing prospect that phase transitions in proteins and lipids can be co-regulated. Here we investigate this possibility in the ribonucleoprotein (RNP) granule-ANXA11-lysosome ensemble, where ANXA11 tethers RNP granules to lysosomal membranes to enable their co-trafficking. We show that changes to the protein phase state within this system, driven by the low complexity ANXA11 N-terminus, induces a coupled phase state change in the lipids of the underlying membrane. We identify the ANXA11 interacting proteins ALG2 and CALC as potent regulators of ANXA11-based phase coupling and demonstrate their influence on the nanomechanical properties of the ANXA11-lysosome ensemble and its capacity to engage RNP granules. The phenomenon of protein-lipid phase coupling we observe within this system serves as a potential regulatory mechanism in RNA trafficking and offers an important template to understand other examples across the cell whereby biomolecular condensates closely juxtapose organellar membranes.",0
40118783,Preclinical B cell depletion and safety profile of a brain-shuttled crystallizable fragment-silenced CD20 antibody.,"The blood-brain barrier (BBB) presents a major challenge for the development of monoclonal antibody (mAb)-based therapies for brain disorders. To improve the likelihood of success of such therapies, Roche Brainshuttle technology utilizes a single anti-transferrin receptor 1 (TfR1)-antigen-binding antibody fragment linked to a therapeutic antibody, allowing engagement with TfR1 to transport the therapeutic antibody into the brain via receptor-mediated transcytosis. We compared Fc-silenced and Fc-competent variants of the Brainshuttle and the parental (non-shuttled) type II CD20 mAb, obinutuzumab in in vitro and in vivo (mouse and cynomolgus macaque) models. Endpoints assessed included B cell binding, B cell killing, tolerability, and ability to cross the BBB. The Fc-silenced Brainshuttle construct showed a superior safety profile compared with the Fc-competent construct while maintaining the ability to cross the BBB and to deplete B cells in head-to-head comparisons in human and mouse in vitro and in mouse and cynomolgus macaque in vivo models. Together, our data provide a path forward for the future development of safe and efficacious brain-targeted B-cell-depleting therapies. The BBB hinders mAb-based brain disorder therapies A brain-targeted B-cell-depleting mAb for MS that efficiently crosses the BBB via hTfR1 was developed using Brainshuttle",0
40118731,Sample size estimates for biomarker-based outcome measures in clinical trials in autosomal dominant Alzheimer's disease.,"Alzheimer disease (AD)-modifying therapies are approved for treatment of early-symptomatic AD. Autosomal dominant AD (ADAD) provides a unique opportunity to test therapies in presymptomatic individuals. Using data from the Dominantly Inherited Alzheimer Network (DIAN), sample sizes for clinical trials were estimated for various cognitive, imaging, and CSF outcomes. Sample sizes were computed for detecting a reduction of either absolute levels of AD-related pathology (amyloid, tau) or change over time in neurodegeneration (atrophy, hypometabolism, cognitive change). Biomarkers measuring amyloid and tau pathology had required sample sizes below 200 participants per arm (examples CSF Aβ42/40: 47[95 %CI 25,104], cortical PIB 49[28,99], CSF p-tau181 74[48,125]) for a four-year trial in presymptomatic individuals (CDR=0) to have 80 % power (5 % statistical significance) to detect a 25 % reduction in absolute levels of pathology, allowing 40 % dropout. For cognitive, MRI, and FDG, it was more appropriate to detect a 50 % reduction in rate of change. Sample sizes ranged from 250 to 900 (examples hippocampal volume: 338[131,2096], cognitive composite: 326[157,1074]). MRI, FDG and cognitive outcomes had lower sample sizes when including indivduals with mild impairment (CDR=0.5 and 1) as well as presymptomatic individuals (CDR=0). Despite the rarity of ADAD, presymptomatic clinical trials with feasible sample sizes given the number of cases appear possible.",0
40118730,Sleep health profiles across six population-based cohorts and recommendations for validating clustering models.,"Model-based clustering is increasingly used to identify multidimensional sleep health profiles. However, generalizability is rarely assessed because of complexities of data sharing and harmonization. Our goal was to evaluate the generalizability of multidimensional sleep health profiles across older adult populations in Western countries and assess whether they predict depressive symptoms over time. We harmonized five self-reported sleep health indicators (satisfaction, alertness, timing, efficiency, and duration) across six population-based cohorts from the United States and Netherlands (N=614 - 3209 each) and performed identical latent class analysis in each cohort. Novel multivariable similarity metrics, patterns of sleep health and cluster sizes were used to match clusters and assess generalizability across cohorts. We compared cluster characteristics cross-sectionally and used linear mixed-effects modeling to relate sleep health clusters to depressive symptoms over time. ""Average sleep health"" (moderate duration; high quality/efficiency; 42.7%-76.7% of sample) and ""poor sleep health"" (short duration; low quality/efficiency; high daytime sleepiness; 9.4%-20.4% of sample) clusters were generalizable across cohorts. In four cohorts ""inefficient sleep"" clusters were identified and in two cohorts ""long, efficient sleep"" clusters were identified. At 3years, those in the poor sleep cluster had depression symptoms that were 1.40-2.79 times greater than in the average sleep cluster, across all cohorts. We identified two profiles - average sleep health and poor sleep health - that were generalizable across six samples of older adults and predicted depressive symptoms, underscoring the importance of the sleep health paradigm.",0
40118715,Maximizing the benefit and managing the risk of anti-amyloid monoclonal antibody therapy for Alzheimer's disease: Strategies and research directions.,"Anti-amyloid monoclonal antibodies (MABs) have introduced a new era of Alzheimer's disease (AD) therapeutics with disease-targeted drugs. Three agents --- aducanumab, lecanemab, donanemab --- have been approved and others are in development. These agents are administered intravenously, once in the brain they activate microglia to engulf amyloid-beta protein fibrillar plaques. Each approved agent has a specific profile of administration, titration, amyloid target, and adverse events. In 18 month trials of participants with early AD (defined as mild cognitive impairment due to AD or mild AD dementia), anti-amyloid MABs slow cognitive and functional decline by approximately 30 ​%. Amyloid positron emission tomography reveals marked reductions in amyloid plaque burden; reductions below a threshold of 15-25 Centiloids are associated with clinical benefit. The magnitude, scope, and trajectory of clinical end points provide the basis for interpretations of clinical meaningfulness. Occurrence of amyloid-related imaging abnormalities with intracerebral edema, microhemorrhages, or superficial siderosis must be monitored and managed to prevent serious or rare catastrophic consequences. Infusion reactions occur and anticipatory management is required. Development of subcutaneous formulations and use of blood-based biomarkers for diagnosis and monitoring promises to increase the accessibility and decrease the demands on health care systems associated with these agents. Anti-amyloid MABs provide the foundation for further advances in developing a repertoire of disease-targeted therapies for AD.",0
40118475,Role of inflammation and haemostasis on aetiology and prognosis in young patients with ischaemic stroke: study protocol of the Observational Dutch Young Symptomatic StrokE study-EXTended (ODYSSEY-nEXT) - a multicentre prospective cohort study.,"The cause of ischaemic stroke at a young age remains unknown in 30% of cases, highlighting the need to identify hidden causes and risk factors in young patients. Transient and chronic risk factors may interact with the inflammatory and haemostatic systems, potentially driving key mechanisms in the pathogenesis. The 'Observational Dutch Young StrokE study-Extended' (ODYSSEY-nEXT) aims to enhance our understanding of these complex interactions through detailed phenotyping of the immune and haemostatic system and explore their relationship with long-term prognosis. The ODYSSEY-nEXT is a multicentre prospective controlled cohort study of patients aged 18-50 years with a first neuroimaging-proven ischaemic stroke or transient ischaemic attack and healthy controls. We aim to include a total of 200 patients and 60 controls between January 2023 and January 2027. Blood samples will be collected within 72 hours after the index event and at 3 months to assess inflammatory and haemostatic markers. In a subgroup of 20 patients, whole blood analysis will be performed to investigate ex vivo immune cell functionality, the capacity of platelets to release granules and thrombin generation. All patients will complete a questionnaire about trigger and risk factors. Advanced intracranial and extracranial vessel wall imaging with MRI will be performed within a week. Long-term prognosis will be monitored through annual questionnaires about recurrent events for ten years. This study was approved by the Medical Ethical Committee region 'Oost-Nederland' (NL77518.091.21) and will adhere to the Declaration of Helsinki and its later amendments. Participants have to provide written informed consent, but in cases where the patient cannot sign due to physical limitations as a result of the stroke, such as paresis, verbal consent is obtained from the patient and a legal representative will be asked to sign the consent form on their behalf. The findings of this study will be disseminated to healthcare professionals and the scientific community through peer-reviewed publications and to participants through accessible formats such as summary reports or newsletters. NCT05853796.",0
40118459,Visualize neuronal membrane cholesterol with split- fluorescent protein tagged YDQA sensor.,"Cholesterol is a major component of the cellular plasma membrane (PM), and its homeostasis is essential for brain health. Dysregulated cholesterol homeostasis has been strongly implicated in the pathogenesis of various neurological disorders, including Alzheimer's disease (AD). However, in vivo visualization of cholesterol has remained challenging, hindering a comprehensive understanding of AD pathology. In this study, we generated a new sensor combining the split-fluorescent protein tags with YDQA, a derivate of cholesterol-dependent cytolysin PFO. Through a series of validations in cell and C. elegans models, we demonstrate that the new sensor (name as sfPMcho) efficiently detects neuronal PM cholesterol. We further applied this sensor in 5X FAD and APOE KO mice models and revealed the cholesterol changes within neurons. PM cholesterol became sparse and locally aggregated in neuron bodies but significantly accumulated in nerve fibers. Collectively, this study provides a new tool for detecting neuronal PM cholesterol in vivo and uncovers cholesterol abnormalities in AD-related pathology at the cellular level. Further development based on this sensor or the similar strategy are to be expected.",0
40118370,Investigating social cognition in Multiple Sclerosis: Does Implicit Biological Motion processing affect visuo-spatial attention?,"The perception of Biological Motion (BM) is critical for understanding social cues. A limited number of moving light dots resembling a moving individual, can suggest social intention information, providing an attentional orienting. This ability to predict other's intentions from BM cues refers to social cognition, an ability impaired in several neurological diseases. As in patients with Multiple Sclerosis (MS) an impairment in visuo-spatial attention and social cognition has been observed, we aim to investigate the possible differences in the visuo-spatial attention between MS patients and healthy individuals by using BM stimuli as cues. We tested 37 MS patients and 40 healthy controls (HC), who performed a modified central cue Posner task, using BM stimuli as cues that are not always predictive of the target location. They were represented by Point Light Walker (PLW) configuration, a series of dots arranged at the human joints and walking through the left or right of the screen, shown in the global (whole body) or local (two dots, indicating the feet of the PLW) configuration. MS patients exhibited overall slower responses compared to HC. In MS patients, a weaker advantage of valid trial over invalid ones was evident when cue had a local than global BM configuration. Also, MS patients showed a slower performance than HC in valid trials with local BM cues. The difference between groups was attenuated when the cue had a global BM configuration. These findings suggest possible impairment of local BM cue processing in MS patients, possibly due to delays or deficits in interpreting feet motion as biological information, reducing the cue's predictive power.",0
40118333,Donepezil alleviates hepatic steatosis by mitigating ER stress via the AMPK/autophagy pathway.,"Donepezil (Do), a drug known for its ability to reduce neuronal inflammation and for its use in the treatment of Alzheimer's disease, has shown promise in combating hepatic lipid accumulation in hyperlipidemic conditions and endoplasmic reticulum (ER) stress, a factor associated with alterations in hepatic lipid metabolism. However, the mechanisms by which these problems are alleviated have not been fully elucidated. In this study, we investigated the effects of Do on hepatic lipid metabolism through both in vitro and in vivo studies. We examined the expression of proteins associated with lipogenesis and ER stress via immunoblot analysis, and hepatic lipid accumulation was assessed via oil red O staining. In addition, autophagosome formation was analyzed by counting MDC-positive cells. Our results demonstrated that Do treatment improved hepatic lipid metabolism and reduced the expression of ER stress markers, resulting in decreased lipogenic lipid deposition and apoptosis in the hepatocytes and livers of hyperlipidemic mice. Mechanistically, knocking down AMPK or inhibiting autophagy with 3-methyladenine (3 MA) attenuated the effects of Do on palmitate-exposed hepatocytes. These results suggest that Do alleviates hepatic ER stress via the AMPK/autophagy pathway and AMPK-mediated fatty acid oxidation, resulting in improved hepatic lipid metabolism and reduced hepatic steatosis and apoptosis. Our study provides evidence that Do may be a promising therapeutic approach for Alzheimer's disease patients with metabolic dysfunction-associated steatotic liver disease (MASLD).",0
40118234,Parsimonious EBM: generalising the event-based model of disease progression for simultaneous events.,"The event-based model of disease progression (EBM) infers a temporal ordering of biomarker abnormalities, defining different disease stages, from short-term data. A key modelling choice of the EBM is that biomarker abnormalities, termed events, are serially ordered. This enforces a strict equality between the number of input biomarkers and the number of model stages, limiting its ability to infer simple staging systems and latent disease processes. To overcome this, we introduce the parsimonious event-based model of disease progression (P-EBM). The P-EBM generalises the EBM to allow multiple new biomarker abnormalities, termed ""simultaneous events"", at each model stage. We evaluate the P-EBM performance in simulated data to show it accurately estimates orderings with arbitrary event arrangements under realistic experimental conditions. When applied to sporadic AD data from the Alzheimer's Disease Neuroimaging Initiative, the P-EBM estimated a sequence with 7 model stages from a dataset of 12 biomarkers that more closely fitted the data than the EBM. The sets of simultaneous events, such as decreased cerebrospinal fluid total tau and p-tau",0
40118165,Cognitive impairment in neurodegenerative diseases: A trans-diagnostic approach using a lesion-symptom mapping analysis.,"Neurodegenerative disorders, such as Alzheimer's disease (AD) and frontotemporal dementia (bvFTD), reflect a spectrum of cognitive impairments unified by cognitive decline. Traditional diagnostic approaches often overlook shared landscapes of these disorders. A transdiagnostic approach, cutting across conventional boundaries, may improve understanding of shared mechanisms. This study uses lesion-symptom mapping (LSM) to identify critical brain structures responsible for cognitive impairments. Patients diagnosed with Mild Cognitive Impairment (MCI), probable AD, and probable bvFTD were recruited from our memory clinic. Diagnoses were made by a multidisciplinary team using established criteria. Participants underwent detailed medical and neurological examinations, neuroimaging, cerebrospinal fluid analysis, and neuropsychological assessment. MRI scans were processed using FreeSurfer. LSM was used to assess correlations between brain structures and cognitive performance. Significant correlations were found between neuropsychological test scores and reduced volume in specific brain regions. The Free and Cued Selective Reminding Test was linked to the right hippocampus and left nucleus accumbens. The Brief Visuospatial Memory Test-Revised correlated with the right hippocampus, left nucleus accumbens, and right middle temporal gyrus. Verbal fluency was linked to the left superior temporal sulcus and left middle temporal gyrus. Digit Span forward correlated with left superior frontal gyrus and left inferior parietal region, while Digit Span backward was linked to the right precuneus. Digit-Symbol Coding was associated with the left inferior parietal region. This study highlights common neural targets in MCI, AD, and bvFTD and their link with cognitive impairment, emphasizing the value of LSM within a transdiagnostic approach to neurodegenerative diseases.",0
40118053,Cerebrospinal fluid proteomics identification of biomarkers for amyloid and tau PET stages.,"Accurate staging of Alzheimer's disease (AD) pathology is crucial for therapeutic trials and prognosis, but existing fluid biomarkers lack specificity, especially for assessing tau deposition severity, in amyloid-beta (Aβ)-positive patients. We analyze cerebrospinal fluid (CSF) samples from 136 participants in the Alzheimer's Disease Neuroimaging Initiative using more than 6,000 proteins. We apply machine learning to predict AD pathological stages defined by amyloid and tau positron emission tomography (PET). We identify two distinct protein panels: 16 proteins, including neurofilament heavy chain (NEFH) and SPARC-related modular calcium-binding protein 1 (SMOC1), that distinguished Aβ-negative/tau-negative (A-T-) from A+ individuals and nine proteins, such as HCLS1-associated protein X-1 (HAX1) and glucose-6-phosphate isomerase (GPI), that differentiated A+T+ from A+T- stages. These signatures outperform the established CSF biomarkers (area under the curve [AUC]: 0.92 versus 0.67-0.70) and accurately predicted disease progression over a decade. The findings are validated in both internal and external cohorts. These results underscore the potential of proteomic-based signatures to refine AD diagnostic criteria and improve patient stratification in clinical trials.",0
40117986,"The impact of extreme high temperatures on ADRD hospitalization in Guangdong, China, 2017-2019.","Alzheimer's disease and related dementias (ADRD) have emerged as a major global health challenge due to the aging population. This study is among the first to investigate the impact of extreme high temperatures on ADRD hospitalization in a developing country, leveraging individual-level inpatient medical records. We found that both transient and cumulative exposure to heat waves significantly increased total hospitalization expenses and the length of hospital stay for ADRD patients. Specifically, an additional day with a daily mean temperature exceeding 30 °C in the preceding 7 days, compared to a moderate day with a temperature between 14-18 °C, was associated with a 1.5 % (200.2 yuan) increase in total hospitalization expenses and a 1.8 % (0.2 days) increase in the length of hospital stay. These effects were largely driven by out-of-pocket expenditures on nursing care and were particularly pronounced among male patients and those aged over 75.",0
